IncomeBucket,Year-1,GII,Year,Country,Code,Country-1,Country-2,Region,Population,Area,Pop. Density,Coastline,Net migration,Infant mortality,GDP,Literacy,Phones,Arable,Crops,Other,Climate,Birthrate,Deathrate,Agriculture,Industry,Service,Agriculture-1,Arable-1,Area-1,Birthrate-1,EducationIndexBucket,Date,GIvsEI,Climate-1,Coastline-1,Country (Sheet1),Country-3,Country-4,Crops-1,Deathrate-1,EI,GDP-1,GII-1,HDI Rank (2015),HDI Rank,Industry-1,Infant mortality-1,Literacy-1,Net migration-1,Number of Records,Other-1,Phones-1,Pop. Density-1,Population-1,Region-1,Service-1,Year-2,Year-3
L,1995,,1995,Guyana,GUY,Guyana,Guyana,LATIN AMER. & CARIB,767245,214970,3.57,0.21,-2.07,33.26,4000,98.8,143.5,2.44,0.15,97.41,2,18.28,8.28,0.37,0.203,0.427,0.37,2.44,214970,18.28,Low-Medium (0.498 - 0.659),1/1/1995,,2,0.21,Guyana,Guyana,Guyana,0.15,8.28,0.533,4000,,127,127,0.203,33.26,98.8,-2.07,1,97.41,143.5,3.57,767245,LATIN AMER. & CARIB,0.427,1995,1995
L,1995,,1995,Haiti,HTI,Haiti,Haiti,LATIN AMER. & CARIB,8308504,27750,299.41,6.38,-3.4,73.45,1600,52.9,16.85,28.3,11.61,60.09,2,36.44,12.17,0.28,0.2,0.52,0.28,28.3,27750,36.44,"Low (
0.206 - 0.498)",1/1/1995,,2,6.38,Haiti,Haiti,Haiti,11.61,12.17,0.316,1600,,163,163,0.2,73.45,52.9,-3.4,1,60.09,16.85,299.41,8308504,LATIN AMER. & CARIB,0.52,1995,1995
L,1995,,1995,Honduras,HND,Honduras,Honduras,LATIN AMER. & CARIB,7326496,112090,65.36,0.73,-1.99,29.32,2600,76.2,67.48,9.55,3.22,87.23,2,28.24,5.28,0.139,0.312,0.549,0.139,9.55,112090,28.24,"Low (
0.206 - 0.498)",1/1/1995,,2,0.73,Honduras,Honduras,Honduras,3.22,5.28,0.381,2600,,130,130,0.312,29.32,76.2,-1.99,1,87.23,67.48,65.36,7326496,LATIN AMER. & CARIB,0.549,1995,1995
UM,1995,0.322,1995,Hungary,HUN,Hungary,Hungary,EASTERN EUROPE,9981334,93030,107.29,0,0.86,8.57,13900,99.4,336.23,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651,0.037,50.09,93030,9.72,Upper-Medium (0.659 - 0.780),1/1/1995,0.459343795,3,0,Hungary,Hungary,Hungary,2.06,13.11,0.701,13900,0.322,43,43,0.312,8.57,99.4,0.86,1,47.85,336.23,107.29,9981334,EASTERN EUROPE,0.651,1995,1995
H,1995,0.184,1995,Iceland,ISL,Iceland,Iceland,WESTERN EUROPE,299388,103000,2.91,4.83,2.38,3.31,30900,99.9,647.65,0.07,0,99.93,3,13.64,6.72,0.086,0.15,0.765,0.086,0.07,103000,13.64,Upper-Medium (0.659 - 0.780),1/1/1995,0.249322493,3,4.83,Iceland,Iceland,Iceland,0,6.72,0.738,30900,0.184,9,9,0.15,3.31,99.9,2.38,1,99.93,647.65,2.91,299388,WESTERN EUROPE,0.765,1995,1995
L,1995,0.687,1995,India,IND,India,India,ASIA (EX. NEAR EAST),1095351995,3287590,333.18,0.21,-0.07,56.29,2900,59.5,45.42,54.4,2.74,42.86,2.5,22.01,8.18,0.186,0.276,0.538,0.186,54.4,3287590,22.01,"Low (
0.206 - 0.498)",1/1/1995,1.997093023,2.5,0.21,India,India,India,2.74,8.18,0.344,2900,0.687,131,131,0.276,56.29,59.5,-0.07,1,42.86,45.42,333.18,1095351995,ASIA (EX. NEAR EAST),0.538,1995,1995
LM,1995,0.578,1995,Indonesia,IDN,Indonesia,Indonesia,ASIA (EX. NEAR EAST),245452739,1919440,127.88,2.85,0,35.6,3200,87.9,52.03,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408,0.134,11.32,1919440,20.34,"Low (
0.206 - 0.498)",1/1/1995,1.376190476,2,2.85,Indonesia,Indonesia,Indonesia,7.23,6.25,0.42,3200,0.578,113,113,0.458,35.6,87.9,0,1,81.45,52.03,127.88,245452739,ASIA (EX. NEAR EAST),0.408,1995,1995
LM,1995,0.658,1995,Iraq,IRQ,Iraq,Iraq,NEAR EAST,26783383,437072,61.28,0.01,0,50.25,1500,40.4,38.61,13.15,0.78,86.07,1,31.98,5.37,0.073,0.666,0.261,0.073,13.15,437072,31.98,"Low (
0.206 - 0.498)",1/1/1995,1.687179487,1,0.01,Iraq,Iraq,Iraq,0.78,5.37,0.39,1500,0.658,121,121,0.666,50.25,40.4,0,1,86.07,38.61,61.28,26783383,NEAR EAST,0.261,1995,1995
H,1995,0.202,1995,Ireland,IRL,Ireland,Ireland,WESTERN EUROPE,4062235,70280,57.8,2.06,4.99,5.39,29600,98,500.46,15.2,0.03,84.77,3,14.45,7.82,0.05,0.46,0.49,0.05,15.2,70280,14.45,Upper-Medium (0.659 - 0.780),1/1/1995,0.284507042,3,2.06,Ireland,Ireland,Ireland,0.03,7.82,0.71,29600,0.202,8,8,0.46,5.39,98,4.99,1,84.77,500.46,57.8,4062235,WESTERN EUROPE,0.49,1995,1995
H,1995,0.244,1995,Israel,ISR,Israel,Israel,NEAR EAST,6352117,20770,305.83,1.31,0.68,7.03,19800,95.4,462.26,16.39,4.17,79.44,3,17.97,6.18,0.026,0.317,0.657,0.026,16.39,20770,17.97,Upper-Medium (0.659 - 0.780),1/1/1995,0.319790301,3,1.31,Israel,Israel,Israel,4.17,6.18,0.763,19800,0.244,19,19,0.317,7.03,95.4,0.68,1,79.44,462.26,305.83,6352117,NEAR EAST,0.657,1995,1995
H,1995,0.198,1995,Italy,ITA,Italy,Italy,WESTERN EUROPE,58133509,301230,192.99,2.52,2.07,5.94,26700,98.6,430.89,27.79,9.53,62.68,,8.72,10.4,0.021,0.291,0.688,0.021,27.79,301230,8.72,Low-Medium (0.498 - 0.659),1/1/1995,0.301829268,,2.52,Italy,Italy,Italy,9.53,10.4,0.656,26700,0.198,26,26,0.291,5.94,98.6,2.07,1,62.68,430.89,192.99,58133509,WESTERN EUROPE,0.688,1995,1995
LM,1995,0.48,1995,Jamaica,JAM,Jamaica,Jamaica,LATIN AMER. & CARIB,2758124,10991,250.94,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615,0.049,16.07,10991,20.82,Low-Medium (0.498 - 0.659),1/1/1995,0.849557522,2,9.3,Jamaica,Jamaica,Jamaica,10.16,6.52,0.565,3900,0.48,94,94,0.337,12.36,87.9,-4.92,1,73.77,124,250.94,2758124,LATIN AMER. & CARIB,0.615,1995,1995
H,1995,0.159,1995,Japan,JPN,Japan,Japan,ASIA (EX. NEAR EAST),127463611,377835,337.35,7.87,0,3.26,28200,99,461.15,12.19,0.96,86.85,3,9.37,9.16,0.017,0.258,0.725,0.017,12.19,377835,9.37,Upper-Medium (0.659 - 0.780),1/1/1995,0.216326531,3,7.87,Japan,Japan,Japan,0.96,9.16,0.735,28200,0.159,17,17,0.258,3.26,99,0,1,86.85,461.15,337.35,127463611,ASIA (EX. NEAR EAST),0.725,1995,1995
LM,1995,0.674,1995,Jordan,JOR,Jordan,Jordan,NEAR EAST,5906760,92300,64,0.03,6.59,17.35,4300,91.3,104.51,2.67,1.83,95.5,1,21.25,2.65,0.033,0.287,0.68,0.033,2.67,92300,21.25,Low-Medium (0.498 - 0.659),1/1/1995,1.046583851,1,0.03,Jordan,Jordan,Jordan,1.83,2.65,0.644,4300,0.674,86,86,0.287,17.35,91.3,6.59,1,95.5,104.51,64,5906760,NEAR EAST,0.68,1995,1995
LM,1995,0.449,1995,Kazakhstan,KAZ,Kazakhstan,Kazakhstan,C.W. OF IND. STATES,15233244,2717300,5.61,0,-3.35,29.21,6300,98.4,164.11,7.98,0.05,91.97,4,16,9.42,0.067,0.386,0.547,0.067,7.98,2717300,16,Low-Medium (0.498 - 0.659),1/1/1995,0.699376947,4,0,Kazakhstan,Kazakhstan,Kazakhstan,0.05,9.42,0.642,6300,0.449,56,56,0.386,29.21,98.4,-3.35,1,91.97,164.11,5.61,15233244,C.W. OF IND. STATES,0.547,1995,1995
L,1995,0.708,1995,Kenya,KEN,Kenya,Kenya,SUB-SAHARAN AFRICA,34707817,582650,59.57,0.09,-0.1,61.47,1000,85.1,8.12,8.08,0.98,90.94,1.5,39.72,14.02,0.163,0.188,0.651,0.163,8.08,582650,39.72,"Low (
0.206 - 0.498)",1/1/1995,1.801526718,1.5,0.09,Kenya,Kenya,Kenya,0.98,14.02,0.393,1000,0.708,146,146,0.188,61.47,85.1,-0.1,1,90.94,8.12,59.57,34707817,SUB-SAHARAN AFRICA,0.651,1995,1995
H,1995,0.585,1995,Kuwait,KWT,Kuwait,Kuwait,NEAR EAST,2418393,17820,135.71,2.8,14.18,9.95,19000,83.5,211.01,0.73,0.11,99.16,1,21.94,2.41,0.004,0.479,0.516,0.004,0.73,17820,21.94,Low-Medium (0.498 - 0.659),1/1/1995,1.13592233,1,2.8,Kuwait,Kuwait,Kuwait,0.11,2.41,0.515,19000,0.585,51,51,0.479,9.95,83.5,14.18,1,99.16,211.01,135.71,2418393,NEAR EAST,0.516,1995,1995
LM,1995,0.41,1995,Latvia,LVA,Latvia,Latvia,BALTICS,2274735,64589,35.22,0.82,-2.23,9.55,10200,99.8,321.36,29.67,0.47,69.86,3,9.24,13.66,0.04,0.261,0.699,0.04,29.67,64589,9.24,Low-Medium (0.498 - 0.659),1/1/1995,0.658105939,3,0.82,Latvia,Latvia,Latvia,0.47,13.66,0.623,10200,0.41,44,44,0.261,9.55,99.8,-2.23,1,69.86,321.36,35.22,2274735,BALTICS,0.699,1995,1995
LM,1995,,1995,Lebanon,LBN,Lebanon,Lebanon,NEAR EAST,3874050,10400,372.5,2.16,0,24.52,4800,87.4,255.55,16.62,13.98,69.4,,18.52,6.21,0.12,0.21,0.67,0.12,16.62,10400,18.52,,1/1/1995,,,2.16,Lebanon,Lebanon,Lebanon,13.98,6.21,,4800,,76,76,0.21,24.52,87.4,0,1,69.4,255.55,372.5,3874050,NEAR EAST,0.67,1995,1995
LM,1995,0.577,1995,Lesotho,LSO,Lesotho,Lesotho,SUB-SAHARAN AFRICA,2022331,30355,66.62,0,-0.74,84.23,3000,84.8,23.73,10.87,0.13,89,3,24.75,28.71,0.163,0.443,0.394,0.163,10.87,30355,24.75,"Low (
0.206 - 0.498)",1/1/1995,1.341860465,3,0,Lesotho,Lesotho,Lesotho,0.13,28.71,0.43,3000,0.577,160,160,0.443,84.23,84.8,-0.74,1,89,23.73,66.62,2022331,SUB-SAHARAN AFRICA,0.394,1995,1995
L,1995,,1995,Liberia,LBR,Liberia,Liberia,SUB-SAHARAN AFRICA,3042004,111370,27.31,0.52,0,128.87,1000,57.5,2.27,3.95,2.28,93.77,2,44.77,23.1,0.769,0.054,0.177,0.769,3.95,111370,44.77,,1/1/1995,,2,0.52,Liberia,Liberia,Liberia,2.28,23.1,,1000,,177,177,0.054,128.87,57.5,0,1,93.77,2.27,27.31,3042004,SUB-SAHARAN AFRICA,0.177,1995,1995
UM,1995,,1995,Libya,LBY,Libya,Libya,NORTHERN AFRICA,5900754,1759540,3.35,0.1,0,24.6,6400,82.6,127.1,1.03,0.19,98.78,,26.49,3.48,0.076,0.499,0.425,0.076,1.03,1759540,26.49,Low-Medium (0.498 - 0.659),1/1/1995,,,0.1,Libya,Libya,Libya,0.19,3.48,0.568,6400,,102,102,0.499,24.6,82.6,0,1,98.78,127.1,3.35,5900754,NORTHERN AFRICA,0.425,1995,1995
LM,1995,0.325,1995,Lithuania,LTU,Lithuania,Lithuania,BALTICS,3585906,65200,55,0.14,-0.71,6.89,11400,99.6,223.4,45.22,0.91,53.87,,8.75,10.98,0.055,0.325,0.62,0.055,45.22,65200,8.75,Upper-Medium (0.659 - 0.780),1/1/1995,0.491679274,,0.14,Lithuania,Lithuania,Lithuania,0.91,10.98,0.661,11400,0.325,37,37,0.325,6.89,99.6,-0.71,1,53.87,223.4,55,3585906,BALTICS,0.62,1995,1995
H,1995,0.2,1995,Luxembourg,LUX,Luxembourg,Luxembourg,WESTERN EUROPE,474413,2586,183.45,0,8.97,4.81,55100,100,515.37,23.28,0.4,76.32,,11.94,8.41,0.01,0.13,0.86,0.01,23.28,2586,11.94,Low-Medium (0.498 - 0.659),1/1/1995,0.312989045,,0,Luxembourg,Luxembourg,Luxembourg,0.4,8.41,0.639,55100,0.2,20,20,0.13,4.81,100,8.97,1,76.32,515.37,183.45,474413,WESTERN EUROPE,0.86,1995,1995
L,1995,0.719,1995,Malawi,MWI,Malawi,Malawi,SUB-SAHARAN AFRICA,13013926,118480,109.84,0,0,103.32,600,62.7,7.89,23.38,1.49,75.13,2,43.13,19.33,0.342,0.158,0.499,0.342,23.38,118480,43.13,"Low (
0.206 - 0.498)",1/1/1995,1.872395833,2,0,Malawi,Malawi,Malawi,1.49,19.33,0.384,600,0.719,170,170,0.158,103.32,62.7,0,1,75.13,7.89,109.84,13013926,SUB-SAHARAN AFRICA,0.499,1995,1995
UM,1995,0.398,1995,Malaysia,MYS,Malaysia,Malaysia,ASIA (EX. NEAR EAST),24385858,329750,73.95,1.42,0,17.7,9000,88.7,179.04,5.48,17.61,76.91,2,22.86,5.05,0.084,0.48,0.436,0.084,5.48,329750,22.86,Low-Medium (0.498 - 0.659),1/1/1995,0.742537313,2,1.42,Malaysia,Malaysia,Malaysia,17.61,5.05,0.536,9000,0.398,59,59,0.48,17.7,88.7,0,1,76.91,179.04,73.95,24385858,ASIA (EX. NEAR EAST),0.436,1995,1995
LM,1995,0.649,1995,Maldives,MDV,Maldives,Maldives,ASIA (EX. NEAR EAST),359008,300,1196.69,214.67,0,56.52,3900,97.2,89.97,13.33,16.67,70,2,34.81,7.06,0.2,0.18,0.62,0.2,13.33,300,34.81,"Low (
0.206 - 0.498)",1/1/1995,1.833333333,2,214.67,Maldives,Maldives,Maldives,16.67,7.06,0.354,3900,0.649,105,105,0.18,56.52,97.2,0,1,70,89.97,1196.69,359008,ASIA (EX. NEAR EAST),0.62,1995,1995
L,1995,0.726,1995,Mali,MLI,Mali,Mali,SUB-SAHARAN AFRICA,11716829,1240000,9.45,0,-0.33,116.79,900,46.4,6.4,3.82,0.03,96.15,2,49.82,16.89,0.45,0.17,0.38,0.45,3.82,1240000,49.82,"Low (
0.206 - 0.498)",1/1/1995,6.368421053,2,0,Mali,Mali,Mali,0.03,16.89,0.114,900,0.726,175,175,0.17,116.79,46.4,-0.33,1,96.15,6.4,9.45,11716829,SUB-SAHARAN AFRICA,0.38,1995,1995
UM,1995,0.331,1995,Malta,MLT,Malta,Malta,WESTERN EUROPE,400214,316,1266.5,62.28,2.07,3.89,17700,92.8,504.98,28.13,3.13,68.74,,10.22,8.1,0.03,0.23,0.74,0.03,28.13,316,10.22,Low-Medium (0.498 - 0.659),1/1/1995,0.532154341,,62.28,Malta,Malta,Malta,3.13,8.1,0.622,17700,0.331,33,33,0.23,3.89,92.8,2.07,1,68.74,504.98,1266.5,400214,WESTERN EUROPE,0.74,1995,1995
L,1995,0.809,1995,Mauritania,MRT,Mauritania,Mauritania,SUB-SAHARAN AFRICA,3177388,1030700,3.08,0.07,0,70.89,1800,41.7,12.9,0.48,0.01,99.51,1,40.99,12.16,0.25,0.29,0.46,0.25,0.48,1030700,40.99,"Low (
0.206 - 0.498)",1/1/1995,3.356846473,1,0.07,Mauritania,Mauritania,Mauritania,0.01,12.16,0.241,1800,0.809,157,157,0.29,70.89,41.7,0,1,99.51,12.9,3.08,3177388,SUB-SAHARAN AFRICA,0.46,1995,1995
UM,1995,0.479,1995,Mauritius,MUS,Mauritius,Mauritius,SUB-SAHARAN AFRICA,1240827,2040,608.25,8.68,-0.9,15.03,11400,85.6,289.32,49.26,2.96,47.78,2,15.43,6.86,0.059,0.298,0.643,0.059,49.26,2040,15.43,Low-Medium (0.498 - 0.659),1/1/1995,0.921153846,2,8.68,Mauritius,Mauritius,Mauritius,2.96,6.86,0.52,11400,0.479,64,64,0.298,15.03,85.6,-0.9,1,47.78,289.32,608.25,1240827,SUB-SAHARAN AFRICA,0.643,1995,1995
UM,1995,0.508,1995,Mexico,MEX,Mexico,Mexico,LATIN AMER. & CARIB,107449525,1972550,54.47,0.47,-4.87,20.91,9000,92.2,181.59,12.99,1.31,85.7,1.5,20.69,4.74,0.038,0.259,0.702,0.038,12.99,1972550,20.69,Low-Medium (0.498 - 0.659),1/1/1995,0.994129159,1.5,0.47,Mexico,Mexico,Mexico,1.31,4.74,0.511,9000,0.508,77,77,0.259,20.91,92.2,-4.87,1,85.7,181.59,54.47,107449525,LATIN AMER. & CARIB,0.702,1995,1995
L,1995,0.5,1995,Mongolia,MNG,Mongolia,Mongolia,ASIA (EX. NEAR EAST),2832224,1564116,1.81,0,0,53.79,1800,97.8,55.08,0.77,0,99.23,1,21.59,6.95,0.206,0.214,0.58,0.206,0.77,1564116,21.59,"Low (
0.206 - 0.498)",1/1/1995,1.054852321,1,0,Mongolia,Mongolia,Mongolia,0,6.95,0.474,1800,0.5,92,92,0.214,53.79,97.8,0,1,99.23,55.08,1.81,2832224,ASIA (EX. NEAR EAST),0.58,1995,1995
LM,1995,0.713,1995,Morocco,MAR,Morocco,Morocco,NORTHERN AFRICA,33241259,446550,74.44,0.41,-0.98,41.62,4000,51.7,40.35,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426,0.217,19.61,446550,21.98,"Low (
0.206 - 0.498)",1/1/1995,2.416949153,,0.41,Morocco,Morocco,Morocco,2.17,5.58,0.295,4000,0.713,123,123,0.357,41.62,51.7,-0.98,1,78.22,40.35,74.44,33241259,NORTHERN AFRICA,0.426,1995,1995
L,1995,0.664,1995,Mozambique,MOZ,Mozambique,Mozambique,SUB-SAHARAN AFRICA,19686505,801590,24.56,0.31,0,130.79,1200,47.8,3.54,5.1,0.3,94.6,2,35.18,21.35,0.262,0.348,0.39,0.262,5.1,801590,35.18,"Low (
0.206 - 0.498)",1/1/1995,4.176100629,2,0.31,Mozambique,Mozambique,Mozambique,0.3,21.35,0.159,1200,0.664,181,181,0.348,130.79,47.8,0,1,94.6,3.54,24.56,19686505,SUB-SAHARAN AFRICA,0.39,1995,1995
LM,1995,0.555,1995,Namibia,NAM,Namibia,Namibia,SUB-SAHARAN AFRICA,2044147,825418,2.48,0.19,0,48.98,7200,84,62.57,0.99,0,99.01,1,24.32,18.86,0.097,0.315,0.588,0.097,0.99,825418,24.32,Low-Medium (0.498 - 0.659),1/1/1995,1.051136364,1,0.19,Namibia,Namibia,Namibia,0,18.86,0.528,7200,0.555,125,125,0.315,48.98,84,0,1,99.01,62.57,2.48,2044147,SUB-SAHARAN AFRICA,0.588,1995,1995
L,1995,0.71,1995,Nepal,NPL,Nepal,Nepal,ASIA (EX. NEAR EAST),28287147,147181,192.19,0,0,66.98,1400,45.2,15.86,21.68,0.64,77.68,,30.98,9.31,0.38,0.21,0.41,0.38,21.68,147181,30.98,"Low (
0.206 - 0.498)",1/1/1995,2.37458194,,0,Nepal,Nepal,Nepal,0.64,9.31,0.299,1400,0.71,144,144,0.21,66.98,45.2,0,1,77.68,15.86,192.19,28287147,ASIA (EX. NEAR EAST),0.41,1995,1995
H,1995,0.113,1995,Netherlands,NLD,Netherlands,Netherlands,WESTERN EUROPE,16491461,41526,397.14,1.09,2.91,5.04,28600,99,460.84,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736,0.021,26.71,41526,10.9,High (0.780 - 0.939),1/1/1995,0.138310894,3,1.09,Netherlands,Netherlands,Netherlands,0.97,8.68,0.817,28600,0.113,7,7,0.244,5.04,99,2.91,1,72.32,460.84,397.14,16491461,WESTERN EUROPE,0.736,1995,1995
L,1995,0.629,1995,Nicaragua,NIC,Nicaragua,Nicaragua,LATIN AMER. & CARIB,5570129,129494,43.01,0.7,-1.22,29.11,2300,67.5,39.66,15.94,1.94,82.12,2,24.51,4.45,0.165,0.275,0.56,0.165,15.94,129494,24.51,"Low (
0.206 - 0.498)",1/1/1995,1.58040201,2,0.7,Nicaragua,Nicaragua,Nicaragua,1.94,4.45,0.398,2300,0.629,124,124,0.275,29.11,67.5,-1.22,1,82.12,39.66,43.01,5570129,LATIN AMER. & CARIB,0.56,1995,1995
L,1995,0.831,1995,Niger,NER,Niger,Niger,SUB-SAHARAN AFRICA,12525094,1267000,9.89,0,-0.67,121.69,800,17.6,1.92,3.54,0.01,96.45,1,50.73,20.91,0.39,0.17,0.44,0.39,3.54,1267000,50.73,"Low (
0.206 - 0.498)",1/1/1995,8.567010309,1,0,Niger,Niger,Niger,0.01,20.91,0.097,800,0.831,187,187,0.17,121.69,17.6,-0.67,1,96.45,1.92,9.89,12525094,SUB-SAHARAN AFRICA,0.44,1995,1995
H,1995,0.122,1995,Norway,NOR,Norway,Norway,WESTERN EUROPE,4610820,323802,14.24,7.77,1.74,3.7,37800,100,461.74,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564,0.021,2.87,323802,11.46,High (0.780 - 0.939),1/1/1995,0.147699758,3,7.77,Norway,Norway,Norway,0,9.4,0.826,37800,0.122,1,1,0.415,3.7,100,1.74,1,97.13,461.74,14.24,4610820,WESTERN EUROPE,0.564,1995,1995
UM,1995,,1995,Oman,OMN,Oman,Oman,NEAR EAST,3102229,212460,14.6,0.98,0.28,19.51,13100,75.8,85.49,0,0.14,99.74,1,36.24,3.81,0.027,0.39,0.583,0.027,0,212460,36.24,,1/1/1995,,1,0.98,Oman,Oman,Oman,0.14,3.81,,13100,,52,52,0.39,19.51,75.8,0.28,1,99.74,85.49,14.6,3102229,NEAR EAST,0.583,1995,1995
L,1995,0.766,1995,Pakistan,PAK,Pakistan,Pakistan,ASIA (EX. NEAR EAST),165803560,803940,206.24,0.13,-2.77,72.44,2100,45.7,31.83,27.87,0.87,71.26,1,29.74,8.23,0.216,0.251,0.533,0.216,27.87,803940,29.74,"Low (
0.206 - 0.498)",1/1/1995,3.301724138,1,0.13,Pakistan,Pakistan,Pakistan,0.87,8.23,0.232,2100,0.766,147,147,0.251,72.44,45.7,-2.77,1,71.26,31.83,206.24,165803560,ASIA (EX. NEAR EAST),0.533,1995,1995
LM,1995,0.517,1995,Panama,PAN,Panama,Panama,LATIN AMER. & CARIB,3191319,78200,40.81,3.18,-0.91,20.47,6300,92.6,137.91,7.36,1.98,90.66,2,21.74,5.36,0.068,0.156,0.776,0.068,7.36,78200,21.74,Low-Medium (0.498 - 0.659),1/1/1995,0.896013865,2,3.18,Panama,Panama,Panama,1.98,5.36,0.577,6300,0.517,60,60,0.156,20.47,92.6,-0.91,1,90.66,137.91,40.81,3191319,LATIN AMER. & CARIB,0.776,1995,1995
LM,1995,0.575,1995,Paraguay,PRY,Paraguay,Paraguay,LATIN AMER. & CARIB,6506464,406750,16,0,-0.08,25.63,4700,94,49.23,7.6,0.23,92.17,2,29.1,4.49,0.224,0.207,0.569,0.224,7.6,406750,29.1,"Low (
0.206 - 0.498)",1/1/1995,1.197916667,2,0,Paraguay,Paraguay,Paraguay,0.23,4.49,0.48,4700,0.575,110,110,0.207,25.63,94,-0.08,1,92.17,49.23,16,6506464,LATIN AMER. & CARIB,0.569,1995,1995
LM,1995,0.547,1995,Peru,PER,Peru,Peru,LATIN AMER. & CARIB,28302603,1285220,22.02,0.19,-1.05,31.94,5100,90.9,79.52,2.89,0.4,96.71,1.5,20.48,6.23,0.08,0.27,0.65,0.08,2.89,1285220,20.48,Low-Medium (0.498 - 0.659),1/1/1995,0.941480207,1.5,0.19,Peru,Peru,Peru,0.4,6.23,0.581,5100,0.547,87,87,0.27,31.94,90.9,-1.05,1,96.71,79.52,22.02,28302603,LATIN AMER. & CARIB,0.65,1995,1995
LM,1995,0.483,1995,Philippines,PHL,Philippines,Philippines,ASIA (EX. NEAR EAST),89468677,300000,298.23,12.1,-1.5,23.51,4600,92.6,38.42,18.95,16.77,64.28,2,24.89,5.41,0.144,0.326,0.53,0.144,18.95,300000,24.89,Low-Medium (0.498 - 0.659),1/1/1995,0.901119403,2,12.1,Philippines,Philippines,Philippines,16.77,5.41,0.536,4600,0.483,116,116,0.326,23.51,92.6,-1.5,1,64.28,38.42,298.23,89468677,ASIA (EX. NEAR EAST),0.53,1995,1995
LM,1995,0.258,1995,Poland,POL,Poland,Poland,EASTERN EUROPE,38536869,312685,123.25,0.16,-0.49,8.51,11100,99.8,306.28,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64,0.05,45.91,312685,9.85,Upper-Medium (0.659 - 0.780),1/1/1995,0.362359551,3,0.16,Poland,Poland,Poland,1.12,9.89,0.712,11100,0.258,36,36,0.311,8.51,99.8,-0.49,1,52.97,306.28,123.25,38536869,EASTERN EUROPE,0.64,1995,1995
H,1995,0.243,1995,Portugal,PRT,Portugal,Portugal,WESTERN EUROPE,10605870,92391,114.79,1.94,3.57,5.05,18000,93.3,399.21,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673,0.053,21.75,92391,10.72,Low-Medium (0.498 - 0.659),1/1/1995,0.384493671,3,1.94,Portugal,Portugal,Portugal,7.81,10.5,0.632,18000,0.243,41,41,0.274,5.05,93.3,3.57,1,70.44,399.21,114.79,10605870,WESTERN EUROPE,0.673,1995,1995
H,1995,,1995,Qatar,QAT,Qatar,Qatar,NEAR EAST,885359,11437,77.41,4.92,16.29,18.61,21500,82.5,232,1.64,0.27,98.09,1,15.56,4.72,0.002,0.801,0.197,0.002,1.64,11437,15.56,Low-Medium (0.498 - 0.659),1/1/1995,,1,4.92,Qatar,Qatar,Qatar,0.27,4.72,0.562,21500,,33,33,0.801,18.61,82.5,16.29,1,98.09,232,77.41,885359,NEAR EAST,0.197,1995,1995
LM,1995,0.474,1995,Romania,ROU,Romania,Romania,EASTERN EUROPE,22303552,237500,93.91,0.09,-0.13,26.43,7000,98.4,196.87,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549,0.101,40.82,237500,10.7,Low-Medium (0.498 - 0.659),1/1/1995,0.782178218,3,0.09,Romania,Romania,Romania,2.25,11.77,0.606,7000,0.474,50,50,0.35,26.43,98.4,-0.13,1,56.93,196.87,93.91,22303552,EASTERN EUROPE,0.549,1995,1995
L,1995,0.583,1995,Rwanda,RWA,Rwanda,Rwanda,SUB-SAHARAN AFRICA,8648248,26338,328.36,0,0,91.23,1300,70.4,2.66,40.54,12.16,47.3,3,40.37,16.09,0.401,0.229,0.37,0.401,40.54,26338,40.37,"Low (
0.206 - 0.498)",1/1/1995,2.439330544,3,0,Rwanda,Rwanda,Rwanda,12.16,16.09,0.239,1300,0.583,159,159,0.229,91.23,70.4,0,1,47.3,2.66,328.36,8648248,SUB-SAHARAN AFRICA,0.37,1995,1995
LM,1995,,1995,Samoa,WSM,Samoa,Samoa,OCEANIA,176908,2944,60.09,13.69,-11.7,27.71,5600,99.7,75.18,21.2,24.38,54.42,2,16.43,6.62,0.114,0.584,0.302,0.114,21.2,2944,16.43,Low-Medium (0.498 - 0.659),1/1/1995,,2,13.69,Samoa,Samoa,Samoa,24.38,6.62,0.604,5600,,104,104,0.584,27.71,99.7,-11.7,1,54.42,75.18,60.09,176908,OCEANIA,0.302,1995,1995
L,1995,0.628,1995,Senegal,SEN,Senegal,Senegal,SUB-SAHARAN AFRICA,11987121,196190,61.1,0.27,0.2,55.51,1600,40.2,22.24,12.78,0.21,87.01,2,32.78,9.42,0.172,0.209,0.619,0.172,12.78,196190,32.78,"Low (
0.206 - 0.498)",1/1/1995,3.108910891,2,0.27,Senegal,Senegal,Senegal,0.21,9.42,0.202,1600,0.628,162,162,0.209,55.51,40.2,0.2,1,87.01,22.24,61.1,11987121,SUB-SAHARAN AFRICA,0.619,1995,1995
