IncomeBucket,Year-1,GII,Year,Country,Code,Region,EducationIndexBucket,Date,GIvsEI,Country-3,Country-4,EI,Literacy-1,Net migration-1,Number of Records,Other-1,Phones-1,Pop. Density-1,Year-2,Year-3,FedPercent,GDPPercent,Year-4,HDI Rank (2015),Country-1,Region-1
LM,2013,0.524,2013,Bhutan,BTN,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/13,1.190909091,Bhutan,Bhutan,0.44,42.2,0,1,96.48,14.34,48.5,2013,2013,6.9,5.6,2013,132,Bhutan,ASIA (EX. NEAR EAST)
UM,2013,0.465,2013,Botswana,BWA,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/13,0.70668693,Botswana,Botswana,0.658,79.8,0,1,99.34,80.5,2.73,2013,2013,7.9,null,2013,108,Botswana,SUB-SAHARAN AFRICA
UM,2013,0.431,2013,Brazil,BRA,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/13,0.649096386,Brazil,Brazil,0.664,86.4,-0.03,1,92.15,225.34,22.1,2013,2013,9.6,null,2013,79,Brazil,LATIN AMER. & CARIB
UM,2013,0.215,2013,Bulgaria,BGR,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/13,0.279220779,Bulgaria,Bulgaria,0.77,98.6,-4.58,1,58.06,336.27,66.59,2013,2013,24.6,null,2013,56,Bulgaria,EASTERN EUROPE
L,2013,0.489,2013,Burundi,BDI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.237974684,Burundi,Burundi,0.395,51.6,-0.06,1,50.93,3.42,290.7,2013,2013,34.9,5.4,2013,184,Burundi,SUB-SAHARAN AFRICA
L,2013,0.485,2013,Cambodia,KHM,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/13,1.063596491,Cambodia,Cambodia,0.456,69.4,0,1,78.43,2.62,76.68,2013,2013,18.5,2,2013,143,Cambodia,ASIA (EX. NEAR EAST)
LM,2013,0.577,2013,Cameroon,CMR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.187242798,Cameroon,Cameroon,0.486,79,0,1,84.61,5.73,36.47,2013,2013,27.1,3,2013,153,Cameroon,SUB-SAHARAN AFRICA
H,2013,0.108,2013,Canada,CAN,NORTHERN AMERICA,High (0.780 - 0.939),1/1/13,0.123428571,Canada,Canada,0.875,97,5.96,1,95.02,552.16,3.31,2013,2013,28,null,2013,10,Canada,NORTHERN AMERICA
L,2013,,2013,Chad,TCD,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,,Chad,Chad,0.277,47.5,-0.11,1,97.12,1.31,7.74,2013,2013,14.9,2.9,2013,186,Chad,SUB-SAHARAN AFRICA
H,2013,0.329,2013,Chile,CHL,LATIN AMER. & CARIB,High (0.780 - 0.939),1/1/13,0.421794872,Chile,Chile,0.78,96.2,0,1,96.93,212.96,21.31,2013,2013,16.5,4.6,2013,38,Chile,LATIN AMER. & CARIB
UM,2013,0.172,2013,China,CHN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/13,0.279220779,China,China,0.616,90.9,-0.4,1,83.35,266.7,136.92,2013,2013,23.4,null,2013,90,China,ASIA (EX. NEAR EAST)
UM,2013,0.423,2013,Colombia,COL,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/13,0.67571885,Colombia,Colombia,0.626,92.5,-0.31,1,95.91,176.15,38.28,2013,2013,13.6,4.9,2013,95,Colombia,LATIN AMER. & CARIB
H,2013,0.128,2013,Croatia,HRV,EASTERN EUROPE,High (0.780 - 0.939),1/1/13,0.162849873,Croatia,Croatia,0.786,98.5,1.58,1,71.65,420.38,79.49,2013,2013,23.8,null,2013,45,Croatia,EASTERN EUROPE
UM,2013,0.311,2013,Cuba,CUB,LATIN AMER. & CARIB,High (0.780 - 0.939),1/1/13,0.398717949,Cuba,Cuba,0.78,97,-1.58,1,59.35,74.67,102.68,2013,2013,48.9,null,2013,68,Cuba,LATIN AMER. & CARIB
H,2013,0.135,2013,Cyprus,CYP,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/13,0.173299101,Cyprus,Cyprus,0.779,97.6,0.43,1,87.77,,84.79,2013,2013,10.7,null,2013,33,Cyprus,NEAR EAST
H,2013,0.044,2013,Denmark,DNK,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.047109208,Denmark,Denmark,0.934,100,2.48,1,45.79,614.6,126.48,2013,2013,39.1,null,2013,5,Denmark,WESTERN EUROPE
UM,2013,0.405,2013,Ecuador,ECU,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/13,0.609022556,Ecuador,Ecuador,0.665,92.5,-8.58,1,89.22,125.6,47.78,2013,2013,38.7,null,2013,89,Ecuador,LATIN AMER. & CARIB
H,2013,0.155,2013,Estonia,EST,BALTICS,High (0.780 - 0.939),1/1/13,0.177345538,Estonia,Estonia,0.874,99.8,-3.16,1,83.51,333.75,29.28,2013,2013,20.8,null,2013,30,Estonia,BALTICS
L,2013,0.546,2013,Ethiopia,ETH,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.733333333,Ethiopia,Ethiopia,0.315,42.7,0,1,88.54,8.16,66.34,2013,2013,25.5,4.5,2013,174,Ethiopia,SUB-SAHARAN AFRICA
UM,2013,,2013,Fiji,FJI,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/13,,Fiji,Fiji,0.765,93.7,-3.14,1,84.4,112.59,49.59,2013,2013,null,3.9,2013,91,Fiji,OCEANIA
H,2013,0.064,2013,Finland,FIN,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.076372315,Finland,Finland,0.838,100,0.95,1,92.78,405.25,15.47,2013,2013,42.5,7.2,2013,23,Finland,WESTERN EUROPE
H,2013,0.107,2013,France,FRA,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.12969697,France,France,0.825,99,0.66,1,64.4,586.44,111.28,2013,2013,25.1,null,2013,21,France,WESTERN EUROPE
UM,2013,0.549,2013,Gabon,GAB,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/13,0.888349515,Gabon,Gabon,0.618,63.2,0,1,98.08,27.44,5.32,2013,2013,16.7,null,2013,109,Gabon,SUB-SAHARAN AFRICA
LM,2013,0.369,2013,Georgia,GEO,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/13,0.471867008,Georgia,Georgia,0.782,99,-4.7,1,84.7,146.56,66.88,2013,2013,12,null,2013,70,Georgia,C.W. OF IND. STATES
H,2013,0.077,2013,Germany,DEU,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.084615385,Germany,Germany,0.91,99,2.18,1,65.56,667.85,230.86,2013,2013,35.6,null,2013,4,Germany,WESTERN EUROPE
LM,2013,0.549,2013,Ghana,GHA,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/13,0.992766727,Ghana,Ghana,0.553,74.8,-0.64,1,74.07,14.35,93.58,2013,2013,10.9,6,2013,139,Ghana,SUB-SAHARAN AFRICA
H,2013,0.128,2013,Greece,GRC,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.15496368,Greece,Greece,0.826,97.5,2.35,1,70.12,589.72,81.01,2013,2013,21,null,2013,29,Greece,WESTERN EUROPE
LM,2013,0.522,2013,Guatemala,GTM,LATIN AMER. & CARIB,"Low (
0.206 - 0.498)",1/1/13,1.139737991,Guatemala,Guatemala,0.458,70.6,-1.67,1,82.43,92.09,112.9,2013,2013,13.3,2.8,2013,125,Guatemala,LATIN AMER. & CARIB
LM,2013,0.512,2013,Guyana,GUY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/13,0.895104895,Guyana,Guyana,0.572,98.8,-2.07,1,97.41,143.5,3.57,2013,2013,31.3,null,2013,127,Guyana,LATIN AMER. & CARIB
LM,2013,,2013,Honduras,HND,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/13,,Honduras,Honduras,0.51,76.2,-1.99,1,87.23,67.48,65.36,2013,2013,19.5,5.9,2013,130,Honduras,LATIN AMER. & CARIB
UM,2013,0.259,2013,Hungary,HUN,EASTERN EUROPE,High (0.780 - 0.939),1/1/13,0.307966706,Hungary,Hungary,0.841,99.4,0.86,1,47.85,336.23,107.29,2013,2013,8.8,null,2013,43,Hungary,EASTERN EUROPE
H,2013,0.076,2013,Iceland,ISL,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.084632517,Iceland,Iceland,0.898,99.9,2.38,1,99.93,647.65,2.91,2013,2013,39.7,null,2013,9,Iceland,WESTERN EUROPE
LM,2013,0.561,2013,India,IND,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/13,1.089320388,India,India,0.515,59.5,-0.07,1,42.86,45.42,333.18,2013,2013,10.9,null,2013,131,India,ASIA (EX. NEAR EAST)
LM,2013,0.472,2013,Indonesia,IDN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/13,0.764991896,Indonesia,Indonesia,0.617,87.9,0,1,81.45,52.03,127.88,2013,2013,18.6,3.4,2013,113,Indonesia,ASIA (EX. NEAR EAST)
H,2013,0.14,2013,Ireland,IRL,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.156599553,Ireland,Ireland,0.894,98,4.99,1,84.77,500.46,57.8,2013,2013,19.9,null,2013,8,Ireland,WESTERN EUROPE
H,2013,0.124,2013,Israel,ISR,NEAR EAST,High (0.780 - 0.939),1/1/13,0.143352601,Israel,Israel,0.865,95.4,0.68,1,79.44,462.26,305.83,2013,2013,22.5,5.9,2013,19,Israel,NEAR EAST
H,2013,0.09,2013,Italy,ITA,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.113493064,Italy,Italy,0.793,98.6,2.07,1,62.68,430.89,192.99,2013,2013,30.6,null,2013,26,Italy,WESTERN EUROPE
UM,2013,0.435,2013,Jamaica,JAM,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/13,0.643491124,Jamaica,Jamaica,0.676,87.9,-4.92,1,73.77,124,250.94,2013,2013,15.5,6.3,2013,94,Jamaica,LATIN AMER. & CARIB
H,2013,0.127,2013,Japan,JPN,ASIA (EX. NEAR EAST),High (0.780 - 0.939),1/1/13,0.152278177,Japan,Japan,0.834,99,0,1,86.85,461.15,337.35,2013,2013,10.8,3.8,2013,17,Japan,ASIA (EX. NEAR EAST)
UM,2013,0.215,2013,Kazakhstan,KAZ,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/13,0.267745953,Kazakhstan,Kazakhstan,0.803,98.4,-3.35,1,91.97,164.11,5.61,2013,2013,18.2,null,2013,56,Kazakhstan,C.W. OF IND. STATES
L,2013,0.573,2013,Kenya,KEN,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/13,1.108317215,Kenya,Kenya,0.517,85.1,-0.1,1,90.94,8.12,59.57,2013,2013,19.9,null,2013,146,Kenya,SUB-SAHARAN AFRICA
H,2013,0.243,2013,Kuwait,KWT,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/13,0.41609589,Kuwait,Kuwait,0.584,83.5,14.18,1,99.16,211.01,135.71,2013,2013,6.2,null,2013,51,Kuwait,NEAR EAST
H,2013,0.184,2013,Latvia,LVA,BALTICS,High (0.780 - 0.939),1/1/13,0.222760291,Latvia,Latvia,0.826,99.8,-2.23,1,69.86,321.36,35.22,2013,2013,23,4.9,2013,44,Latvia,BALTICS
UM,2013,0.387,2013,Lebanon,LBN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/13,0.589939024,Lebanon,Lebanon,0.656,87.4,0,1,69.4,255.55,372.5,2013,2013,3.1,2.6,2013,76,Lebanon,NEAR EAST
LM,2013,0.553,2013,Lesotho,LSO,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/13,1.103792415,Lesotho,Lesotho,0.501,84.8,-0.74,1,89,23.73,66.62,2013,2013,26.8,null,2013,160,Lesotho,SUB-SAHARAN AFRICA
L,2013,0.654,2013,Liberia,LBR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.557142857,Liberia,Liberia,0.42,57.5,0,1,93.77,2.27,27.31,2013,2013,11.7,null,2013,177,Liberia,SUB-SAHARAN AFRICA
H,2013,0.135,2013,Lithuania,LTU,BALTICS,High (0.780 - 0.939),1/1/13,0.153933865,Lithuania,Lithuania,0.877,99.6,-0.71,1,53.87,223.4,55,2013,2013,24.1,null,2013,37,Lithuania,BALTICS
H,2013,0.088,2013,Luxembourg,LUX,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/13,0.11311054,Luxembourg,Luxembourg,0.778,100,8.97,1,76.32,515.37,183.45,2013,2013,28.3,null,2013,20,Luxembourg,WESTERN EUROPE
L,2013,0.605,2013,Malawi,MWI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.362612613,Malawi,Malawi,0.444,62.7,0,1,75.13,7.89,109.84,2013,2013,22.3,7.7,2013,170,Malawi,SUB-SAHARAN AFRICA
UM,2013,0.293,2013,Malaysia,MYS,ASIA (EX. NEAR EAST),Upper-Medium (0.659 - 0.780),1/1/13,0.419170243,Malaysia,Malaysia,0.699,88.7,0,1,76.91,179.04,73.95,2013,2013,13.9,6.1,2013,59,Malaysia,ASIA (EX. NEAR EAST)
UM,2013,0.335,2013,Maldives,MDV,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/13,0.610200364,Maldives,Maldives,0.549,97.2,0,1,70,89.97,1196.69,2013,2013,6.5,null,2013,105,Maldives,ASIA (EX. NEAR EAST)
L,2013,,2013,Mali,MLI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,,Mali,Mali,0.302,46.4,-0.33,1,96.15,6.4,9.45,2013,2013,10.2,4,2013,175,Mali,SUB-SAHARAN AFRICA
H,2013,0.216,2013,Malta,MLT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/13,0.280519481,Malta,Malta,0.77,92.8,2.07,1,68.74,504.98,1266.5,2013,2013,14.3,null,2013,33,Malta,WESTERN EUROPE
LM,2013,,2013,Mauritania,MRT,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,,Mauritania,Mauritania,0.373,41.7,0,1,99.51,12.9,3.08,2013,2013,19.2,3.3,2013,157,Mauritania,SUB-SAHARAN AFRICA
UM,2013,0.361,2013,Mauritius,MUS,SUB-SAHARAN AFRICA,Upper-Medium (0.659 - 0.780),1/1/13,0.513513514,Mauritius,Mauritius,0.703,85.6,-0.9,1,47.78,289.32,608.25,2013,2013,18.8,3.7,2013,64,Mauritius,SUB-SAHARAN AFRICA
UM,2013,0.364,2013,Mexico,MEX,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/13,0.566978193,Mexico,Mexico,0.642,92.2,-4.87,1,85.7,181.59,54.47,2013,2013,36,null,2013,77,Mexico,LATIN AMER. & CARIB
LM,2013,0.292,2013,Mongolia,MNG,ASIA (EX. NEAR EAST),Upper-Medium (0.659 - 0.780),1/1/13,0.39673913,Mongolia,Mongolia,0.736,97.8,0,1,99.23,55.08,1.81,2013,2013,14.9,null,2013,92,Mongolia,ASIA (EX. NEAR EAST)
LM,2013,0.522,2013,Morocco,MAR,NORTHERN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.054545455,Morocco,Morocco,0.495,51.7,-0.98,1,78.22,40.35,74.44,2013,2013,11,null,2013,123,Morocco,NORTHERN AFRICA
L,2013,0.587,2013,Mozambique,MOZ,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.612637363,Mozambique,Mozambique,0.364,47.8,0,1,94.6,3.54,24.56,2013,2013,39.2,6.5,2013,181,Mozambique,SUB-SAHARAN AFRICA
UM,2013,0.501,2013,Namibia,NAM,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/13,0.922651934,Namibia,Namibia,0.543,84,0,1,99.01,62.57,2.48,2013,2013,25,null,2013,125,Namibia,SUB-SAHARAN AFRICA
L,2013,,2013,Nepal,NPL,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/13,,Nepal,Nepal,0.474,45.2,0,1,77.68,15.86,192.19,2013,2013,33.2,4.1,2013,144,Nepal,ASIA (EX. NEAR EAST)
H,2013,0.047,2013,Netherlands,NLD,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.052396878,Netherlands,Netherlands,0.897,99,2.91,1,72.32,460.84,397.14,2013,2013,37.8,5.6,2013,7,Netherlands,WESTERN EUROPE
LM,2013,0.474,2013,Nicaragua,NIC,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/13,0.884328358,Nicaragua,Nicaragua,0.536,67.5,-1.22,1,82.12,39.66,43.01,2013,2013,40.2,null,2013,124,Nicaragua,LATIN AMER. & CARIB
L,2013,0.702,2013,Niger,NER,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,3.492537313,Niger,Niger,0.201,17.6,-0.67,1,96.45,1.92,9.89,2013,2013,13.3,4.9,2013,187,Niger,SUB-SAHARAN AFRICA
H,2013,0.062,2013,Norway,NOR,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.067833698,Norway,Norway,0.914,100,1.74,1,97.13,461.74,14.24,2013,2013,39.6,null,2013,1,Norway,WESTERN EUROPE
H,2013,0.294,2013,Oman,OMN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/13,0.453703704,Oman,Oman,0.648,75.8,0.28,1,99.74,85.49,14.6,2013,2013,9.6,5,2013,52,Oman,NEAR EAST
LM,2013,0.555,2013,Pakistan,PAK,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/13,1.437823834,Pakistan,Pakistan,0.386,45.7,-2.77,1,71.26,31.83,206.24,2013,2013,19.7,2.5,2013,147,Pakistan,ASIA (EX. NEAR EAST)
UM,2013,0.507,2013,Panama,PAN,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/13,0.740145985,Panama,Panama,0.685,92.6,-0.91,1,90.66,137.91,40.81,2013,2013,8.5,null,2013,60,Panama,LATIN AMER. & CARIB
LM,2013,0.469,2013,Paraguay,PRY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/13,0.768852459,Paraguay,Paraguay,0.61,94,-0.08,1,92.17,49.23,16,2013,2013,18.4,null,2013,110,Paraguay,LATIN AMER. & CARIB
UM,2013,0.394,2013,Peru,PER,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/13,0.586309524,Peru,Peru,0.672,90.9,-1.05,1,96.71,79.52,22.02,2013,2013,21.5,3.3,2013,87,Peru,LATIN AMER. & CARIB
LM,2013,0.437,2013,Philippines,PHL,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/13,0.688188976,Philippines,Philippines,0.635,92.6,-1.5,1,64.28,38.42,298.23,2013,2013,27.2,3.4,2013,116,Philippines,ASIA (EX. NEAR EAST)
H,2013,0.15,2013,Poland,POL,EASTERN EUROPE,High (0.780 - 0.939),1/1/13,0.176056338,Poland,Poland,0.852,99.8,-0.49,1,52.97,306.28,123.25,2013,2013,21.8,null,2013,36,Poland,EASTERN EUROPE
H,2013,0.11,2013,Portugal,PRT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/13,0.146276596,Portugal,Portugal,0.752,93.3,3.57,1,70.44,399.21,114.79,2013,2013,31.3,null,2013,41,Portugal,WESTERN EUROPE
H,2013,0.552,2013,Qatar,QAT,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/13,0.789699571,Qatar,Qatar,0.699,82.5,16.29,1,98.09,232,77.41,2013,2013,0.1,4,2013,33,Qatar,NEAR EAST
UM,2013,0.344,2013,Romania,ROU,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/13,0.4473342,Romania,Romania,0.769,98.4,-0.13,1,56.93,196.87,93.91,2013,2013,11.6,null,2013,50,Romania,EASTERN EUROPE
L,2013,0.405,2013,Rwanda,RWA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,0.950704225,Rwanda,Rwanda,0.426,70.4,0,1,47.3,2.66,328.36,2013,2013,57.5,5,2013,159,Rwanda,SUB-SAHARAN AFRICA
LM,2013,0.478,2013,Samoa,WSM,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/13,0.680911681,Samoa,Samoa,0.702,99.7,-11.7,1,54.42,75.18,60.09,2013,2013,4.1,null,2013,104,Samoa,OCEANIA
LM,2013,0.532,2013,Senegal,SEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.551020408,Senegal,Senegal,0.343,40.2,0.2,1,87.01,22.24,61.1,2013,2013,42.7,null,2013,162,Senegal,SUB-SAHARAN AFRICA
UM,2013,0.19,2013,Serbia,SRB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/13,0.254010695,Serbia,Serbia,0.748,93,-1.33,1,63.45,285.79,106.34,2013,2013,33.2,null,2013,66,Serbia,EASTERN EUROPE
H,2013,0.082,2013,Singapore,SGP,ASIA (EX. NEAR EAST),High (0.780 - 0.939),1/1/13,0.101109741,Singapore,Singapore,0.811,92.5,11.53,1,98.36,411.38,6482.18,2013,2013,24.2,2.9,2013,5,Singapore,ASIA (EX. NEAR EAST)
H,2013,0.064,2013,Slovenia,SVN,EASTERN EUROPE,High (0.780 - 0.939),1/1/13,0.071748879,Slovenia,Slovenia,0.892,99.7,1.12,1,89.91,406.1,99.16,2013,2013,24.6,null,2013,25,Slovenia,EASTERN EUROPE
H,2013,0.095,2013,Spain,ESP,WESTERN EUROPE,High (0.780 - 0.939),1/1/13,0.116995074,Spain,Spain,0.812,97.9,0.99,1,64.06,453.54,80.03,2013,2013,35.2,4.3,2013,27,Spain,WESTERN EUROPE
LM,2013,0.602,2013,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.917197452,Sudan,Sudan,0.314,61.1,-0.02,1,92.99,16.25,16.46,2013,2013,24.3,null,2013,181,Sudan,SUB-SAHARAN AFRICA
LM,2013,0.602,2013,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.917197452,Sudan,Sudan,0.314,61.1,-0.02,1,92.99,16.25,16.46,2013,2013,24.1,null,2013,181,Sudan,SUB-SAHARAN AFRICA
LM,2013,0.602,2013,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.917197452,Sudan,Sudan,0.314,61.1,-0.02,1,92.99,16.25,16.46,2013,2013,24.3,null,2013,165,Sudan,SUB-SAHARAN AFRICA
LM,2013,0.602,2013,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/13,1.917197452,Sudan,Sudan,0.314,61.1,-0.02,1,92.99,16.25,16.46,2013,2013,24.1,null,2013,165,Sudan,SUB-SAHARAN AFRICA
