IncomeBucket,Year-1,GII,Year,Country,Code,Region,EducationIndexBucket,Date,GIvsEI,Country-3,Country-4,EI,Literacy-1,Net migration-1,Number of Records,Other-1,Phones-1,Pop. Density-1,Year-2,Year-3,FedPercent,GDPPercent,Year-4,HDI Rank (2015),Country-1,Region-1
L,2005,0.638,2005,Mozambique,MOZ,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,2.018987342,Mozambique,Mozambique,0.316,47.8,0,1,94.6,3.54,24.56,2005,2005,34.8,4.4,2005,181,Mozambique,SUB-SAHARAN AFRICA
LM,2005,0.525,2005,Namibia,NAM,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/05,1.01744186,Namibia,Namibia,0.516,84,0,1,99.01,62.57,2.48,2005,2005,26.9,null,2005,125,Namibia,SUB-SAHARAN AFRICA
L,2005,0.653,2005,Nepal,NPL,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/05,1.818941504,Nepal,Nepal,0.359,45.2,0,1,77.68,15.86,192.19,2005,2005,6.4,3.4,2005,144,Nepal,ASIA (EX. NEAR EAST)
H,2005,0.082,2005,Netherlands,NLD,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.096698113,Netherlands,Netherlands,0.848,99,2.91,1,72.32,460.84,397.14,2005,2005,34.2,5.2,2005,7,Netherlands,WESTERN EUROPE
LM,2005,0.541,2005,Nicaragua,NIC,LATIN AMER. & CARIB,"Low (
0.206 - 0.498)",1/1/05,1.108606557,Nicaragua,Nicaragua,0.488,67.5,-1.22,1,82.12,39.66,43.01,2005,2005,20.7,null,2005,124,Nicaragua,LATIN AMER. & CARIB
L,2005,0.73,2005,Niger,NER,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,5,Niger,Niger,0.146,17.6,-0.67,1,96.45,1.92,9.89,2005,2005,12.4,null,2005,187,Niger,SUB-SAHARAN AFRICA
H,2005,0.085,2005,Norway,NOR,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.094866071,Norway,Norway,0.896,100,1.74,1,97.13,461.74,14.24,2005,2005,37.9,6.9,2005,1,Norway,WESTERN EUROPE
UM,2005,0.387,2005,Oman,OMN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/05,0.698555957,Oman,Oman,0.554,75.8,0.28,1,99.74,85.49,14.6,2005,2005,7.8,3.5,2005,52,Oman,NEAR EAST
L,2005,0.595,2005,Pakistan,PAK,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/05,1.797583082,Pakistan,Pakistan,0.331,45.7,-2.77,1,71.26,31.83,206.24,2005,2005,20.6,2.3,2005,147,Pakistan,ASIA (EX. NEAR EAST)
UM,2005,0.472,2005,Panama,PAN,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/05,0.716236722,Panama,Panama,0.659,92.6,-0.91,1,90.66,137.91,40.81,2005,2005,16.7,null,2005,60,Panama,LATIN AMER. & CARIB
LM,2005,0.537,2005,Paraguay,PRY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/05,0.925862069,Paraguay,Paraguay,0.58,94,-0.08,1,92.17,49.23,16,2005,2005,9.6,null,2005,110,Paraguay,LATIN AMER. & CARIB
LM,2005,0.456,2005,Peru,PER,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/05,0.711388456,Peru,Peru,0.641,90.9,-1.05,1,96.71,79.52,22.02,2005,2005,18.3,2.9,2005,87,Peru,LATIN AMER. & CARIB
LM,2005,0.467,2005,Philippines,PHL,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/05,0.780936455,Philippines,Philippines,0.598,92.6,-1.5,1,64.28,38.42,298.23,2005,2005,15.4,2.4,2005,116,Philippines,ASIA (EX. NEAR EAST)
UM,2005,0.164,2005,Poland,POL,EASTERN EUROPE,High (0.780 - 0.939),1/1/05,0.207070707,Poland,Poland,0.792,99.8,-0.49,1,52.97,306.28,123.25,2005,2005,19.1,5.5,2005,36,Poland,EASTERN EUROPE
H,2005,0.182,2005,Portugal,PRT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,0.273684211,Portugal,Portugal,0.665,93.3,3.57,1,70.44,399.21,114.79,2005,2005,21.3,5.1,2005,41,Portugal,WESTERN EUROPE
H,2005,,2005,Qatar,QAT,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/05,,Qatar,Qatar,0.669,82.5,16.29,1,98.09,232,77.41,2005,2005,null,4,2005,33,Qatar,NEAR EAST
UM,2005,0.355,2005,Romania,ROU,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,0.49511855,Romania,Romania,0.717,98.4,-0.13,1,56.93,196.87,93.91,2005,2005,10.7,3.5,2005,50,Romania,EASTERN EUROPE
L,2005,0.484,2005,Rwanda,RWA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.375,Rwanda,Rwanda,0.352,70.4,0,1,47.3,2.66,328.36,2005,2005,45.3,null,2005,159,Rwanda,SUB-SAHARAN AFRICA
LM,2005,0.493,2005,Samoa,WSM,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/05,0.738023952,Samoa,Samoa,0.668,99.7,-11.7,1,54.42,75.18,60.09,2005,2005,6.1,null,2005,104,Samoa,OCEANIA
L,2005,0.629,2005,Senegal,SEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,2.391634981,Senegal,Senegal,0.263,40.2,0.2,1,87.01,22.24,61.1,2005,2005,19.2,5.1,2005,162,Senegal,SUB-SAHARAN AFRICA
..,2005,,2005,Serbia,SRB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,,Serbia,Serbia,0.713,93,-1.33,1,63.45,285.79,106.34,2005,2005,null,null,2005,66,Serbia,EASTERN EUROPE
H,2005,0.167,2005,Singapore,SGP,ASIA (EX. NEAR EAST),Upper-Medium (0.659 - 0.780),1/1/05,0.249253731,Singapore,Singapore,0.67,92.5,11.53,1,98.36,411.38,6482.18,2005,2005,16,3.2,2005,5,Singapore,ASIA (EX. NEAR EAST)
H,2005,0.139,2005,Slovenia,SVN,EASTERN EUROPE,High (0.780 - 0.939),1/1/05,0.164691943,Slovenia,Slovenia,0.844,99.7,1.12,1,89.91,406.1,99.16,2005,2005,10.8,5.6,2005,25,Slovenia,EASTERN EUROPE
H,2005,0.118,2005,Spain,ESP,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,0.159459459,Spain,Spain,0.74,97.9,0.99,1,64.06,453.54,80.03,2005,2005,30.5,4.1,2005,27,Spain,WESTERN EUROPE
L,2005,0.665,2005,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,2.472118959,Sudan,Sudan,0.269,61.1,-0.02,1,92.99,16.25,16.46,2005,2005,null,null,2005,181,Sudan,SUB-SAHARAN AFRICA
L,2005,0.665,2005,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,2.472118959,Sudan,Sudan,0.269,61.1,-0.02,1,92.99,16.25,16.46,2005,2005,13.6,null,2005,181,Sudan,SUB-SAHARAN AFRICA
L,2005,0.665,2005,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,2.472118959,Sudan,Sudan,0.269,61.1,-0.02,1,92.99,16.25,16.46,2005,2005,null,1.6,2005,165,Sudan,SUB-SAHARAN AFRICA
L,2005,0.665,2005,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,2.472118959,Sudan,Sudan,0.269,61.1,-0.02,1,92.99,16.25,16.46,2005,2005,13.6,1.6,2005,165,Sudan,SUB-SAHARAN AFRICA
LM,2005,0.619,2005,Swaziland,SWZ,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.286902287,Swaziland,Swaziland,0.481,81.6,0,1,88.95,30.8,65.45,2005,2005,16.8,7.4,2005,148,Swaziland,SUB-SAHARAN AFRICA
H,2005,0.053,2005,Sweden,SWE,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.063397129,Sweden,Sweden,0.836,99,1.67,1,93.45,715.01,20.04,2005,2005,45.3,6.6,2005,14,Sweden,WESTERN EUROPE
H,2005,0.073,2005,Switzerland,CHE,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.088699878,Switzerland,Switzerland,0.823,99,4.05,1,88.97,680.89,182.22,2005,2005,24.8,5.2,2005,2,Switzerland,WESTERN EUROPE
L,2005,0.345,2005,Tajikistan,TJK,C.W. OF IND. STATES,Low-Medium (0.498 - 0.659),1/1/05,0.531587057,Tajikistan,Tajikistan,0.649,99.4,-2.86,1,92.47,33.49,51.16,2005,2005,19.6,3.5,2005,129,Tajikistan,C.W. OF IND. STATES
LM,2005,0.348,2005,Thailand,THA,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/05,0.612676056,Thailand,Thailand,0.568,92.6,0,1,64.18,108.85,125.74,2005,2005,10.6,3.9,2005,87,Thailand,ASIA (EX. NEAR EAST)
L,2005,0.633,2005,Togo,TGO,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.492924528,Togo,Togo,0.424,60.9,0,1,51.64,10.56,97.71,2005,2005,7.4,3.4,2005,166,Togo,SUB-SAHARAN AFRICA
LM,2005,0.476,2005,Tonga,TON,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/05,0.668539326,Tonga,Tonga,0.712,98.5,0,1,33.33,97.66,153.33,2005,2005,3.4,null,2005,101,Tonga,OCEANIA
LM,2005,0.336,2005,Tunisia,TUN,NORTHERN AFRICA,Low-Medium (0.498 - 0.659),1/1/05,0.57337884,Tunisia,Tunisia,0.586,74.2,-0.57,1,68.4,123.59,62.19,2005,2005,19.3,6.5,2005,97,Tunisia,NORTHERN AFRICA
UM,2005,0.564,2005,Turkey,TUR,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/05,1.062146893,Turkey,Turkey,0.531,86.5,0,1,65.76,269.52,90.21,2005,2005,4.4,null,2005,71,Turkey,NEAR EAST
LM,2005,,2005,Turkmenistan,TKM,C.W. OF IND. STATES,,1/1/05,,Turkmenistan,Turkmenistan,,98,-0.86,1,96.14,74.58,10.33,2005,2005,16,null,2005,111,Turkmenistan,C.W. OF IND. STATES
L,2005,0.592,2005,Uganda,UGA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.339366516,Uganda,Uganda,0.442,69.9,0,1,63.47,3.58,119.45,2005,2005,23.9,null,2005,163,Uganda,SUB-SAHARAN AFRICA
LM,2005,0.37,2005,Ukraine,UKR,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/05,0.474358974,Ukraine,Ukraine,0.78,99.7,-0.39,1,42.18,259.94,77.37,2005,2005,5.3,6.1,2005,84,Ukraine,C.W. OF IND. STATES
UM,2005,0.373,2005,Uruguay,URY,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/05,0.542151163,Uruguay,Uruguay,0.688,98,-0.32,1,92.34,291.38,19.48,2005,2005,10.8,2.7,2005,54,Uruguay,LATIN AMER. & CARIB
L,2005,0.317,2005,VietNam,VNM,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/05,0.600378788,VietNam,VietNam,0.528,90.3,-0.45,1,74.08,187.73,256.11,2005,2005,27.3,null,2005,115,VietNam,ASIA (EX. NEAR EAST)
L,2005,0.593,2005,Zambia,ZMB,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/05,1.153696498,Zambia,Zambia,0.514,80.6,0,1,92.9,8.23,15.28,2005,2005,12.7,1.7,2005,139,Zambia,SUB-SAHARAN AFRICA
L,2005,0.589,2005,Zimbabwe,ZWE,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.206967213,Zimbabwe,Zimbabwe,0.488,90.7,0,1,91.34,26.8,31.33,2005,2005,20.8,null,2005,154,Zimbabwe,SUB-SAHARAN AFRICA
L,2010,0.724,2010,Afghanistan,AFG,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/10,1.95148248,Afghanistan,Afghanistan,0.371,36,23.06,1,87.65,3.22,47.96,2010,2010,27.6,4.5,2010,169,Afghanistan,ASIA (EX. NEAR EAST)
UM,2010,0.273,2010,Albania,ALB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/10,0.40685544,Albania,Albania,0.671,86.5,-4.93,1,74.49,71.2,124.59,2010,2010,16.4,null,2010,75,Albania,EASTERN EUROPE
UM,2010,0.37,2010,Argentina,ARG,LATIN AMER. & CARIB,High (0.780 - 0.939),1/1/10,0.461346633,Argentina,Argentina,0.802,97.1,0.61,1,87.21,220.43,14.43,2010,2010,37.8,4.6,2010,45,Argentina,LATIN AMER. & CARIB
LM,2010,0.344,2010,Armenia,ARM,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/10,0.473829201,Armenia,Armenia,0.726,98.6,-6.47,1,80.15,195.71,99.88,2010,2010,9.2,3.2,2010,84,Armenia,C.W. OF IND. STATES
H,2010,0.138,2010,Australia,AUS,OCEANIA,High (0.780 - 0.939),1/1/10,0.148706897,Australia,Australia,0.928,100,3.98,1,93.41,565.53,2.64,2010,2010,28.3,5.6,2010,2,Australia,OCEANIA
H,2010,0.111,2010,Austria,AUT,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.139447236,Austria,Austria,0.796,98,2,1,82.23,452.22,97.69,2010,2010,28.3,5.7,2010,24,Austria,WESTERN EUROPE
UM,2010,0.317,2010,Azerbaijan,AZE,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/10,0.45942029,Azerbaijan,Azerbaijan,0.69,97,-4.9,1,77.66,137.08,91.94,2010,2010,16,2.8,2010,78,Azerbaijan,C.W. OF IND. STATES
H,2010,0.383,2010,Bahamas,BHS,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/10,0.5371669,Bahamas,Bahamas,0.713,95.6,-2.2,1,98.8,460.55,21.79,2010,2010,17.9,null,2010,58,Bahamas,LATIN AMER. & CARIB
H,2010,0.241,2010,Bahrain,BHR,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/10,0.346264368,Bahrain,Bahrain,0.696,89.1,1.05,1,91.55,281.28,1050.5,2010,2010,15,null,2010,47,Bahrain,NEAR EAST
L,2010,0.559,2010,Bangladesh,BGD,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/10,1.315294118,Bangladesh,Bangladesh,0.425,43.1,-0.71,1,34.82,7.26,1023.37,2010,2010,18.6,null,2010,139,Bangladesh,ASIA (EX. NEAR EAST)
H,2010,0.321,2010,Barbados,BRB,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/10,0.432614555,Barbados,Barbados,0.742,97.4,-0.31,1,60.46,481.94,649.45,2010,2010,19.6,5.9,2010,54,Barbados,LATIN AMER. & CARIB
UM,2010,0.151,2010,Belarus,BLR,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/10,0.18236715,Belarus,Belarus,0.828,99.6,2.54,1,69.85,319.08,49.58,2010,2010,32.1,5.4,2010,52,Belarus,C.W. OF IND. STATES
H,2010,0.093,2010,Belgium,BEL,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.113553114,Belgium,Belgium,0.819,98,1.23,1,76.32,462.57,339.99,2010,2010,38.9,6.4,2010,22,Belgium,WESTERN EUROPE
LM,2010,0.423,2010,Belize,BLZ,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/10,0.608633094,Belize,Belize,0.695,94.1,0,1,95.44,115.73,12.53,2010,2010,11.1,6.6,2010,103,Belize,LATIN AMER. & CARIB
L,2010,0.621,2010,Benin,BEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.706043956,Benin,Benin,0.364,40.9,0,1,79.52,9.7,69.82,2010,2010,10.8,5,2010,167,Benin,SUB-SAHARAN AFRICA
LM,2010,,2010,Bhutan,BTN,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/10,,Bhutan,Bhutan,0.408,42.2,0,1,96.48,14.34,48.5,2010,2010,13.9,4,2010,132,Bhutan,ASIA (EX. NEAR EAST)
UM,2010,0.496,2010,Botswana,BWA,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/10,0.775,Botswana,Botswana,0.64,79.8,0,1,99.34,80.5,2.73,2010,2010,7.9,null,2010,108,Botswana,SUB-SAHARAN AFRICA
UM,2010,0.454,2010,Brazil,BRA,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/10,0.735818476,Brazil,Brazil,0.617,86.4,-0.03,1,92.15,225.34,22.1,2010,2010,9.6,5.6,2010,79,Brazil,LATIN AMER. & CARIB
UM,2010,0.232,2010,Bulgaria,BGR,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/10,0.310575636,Bulgaria,Bulgaria,0.747,98.6,-4.58,1,58.06,336.27,66.59,2010,2010,20.8,3.9,2010,56,Bulgaria,EASTERN EUROPE
L,2010,0.502,2010,Burundi,BDI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.390581717,Burundi,Burundi,0.361,51.6,-0.06,1,50.93,3.42,290.7,2010,2010,36.1,6.8,2010,184,Burundi,SUB-SAHARAN AFRICA
L,2010,0.492,2010,Cambodia,KHM,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/10,1.113122172,Cambodia,Cambodia,0.442,69.4,0,1,78.43,2.62,76.68,2010,2010,19,2.6,2010,143,Cambodia,ASIA (EX. NEAR EAST)
LM,2010,0.623,2010,Cameroon,CMR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.375275938,Cameroon,Cameroon,0.453,79,0,1,84.61,5.73,36.47,2010,2010,13.9,3.3,2010,153,Cameroon,SUB-SAHARAN AFRICA
H,2010,0.127,2010,Canada,CAN,NORTHERN AMERICA,High (0.780 - 0.939),1/1/10,0.146820809,Canada,Canada,0.865,97,5.96,1,95.02,552.16,3.31,2010,2010,24.9,5.4,2010,10,Canada,NORTHERN AMERICA
L,2010,,2010,Chad,TCD,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,,Chad,Chad,0.249,47.5,-0.11,1,97.12,1.31,7.74,2010,2010,5.2,2,2010,186,Chad,SUB-SAHARAN AFRICA
UM,2010,0.359,2010,Chile,CHL,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/10,0.476127321,Chile,Chile,0.754,96.2,0,1,96.93,212.96,21.31,2010,2010,13.9,4.2,2010,38,Chile,LATIN AMER. & CARIB
UM,2010,0.197,2010,China,CHN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/10,0.33277027,China,China,0.592,90.9,-0.4,1,83.35,266.7,136.92,2010,2010,21.3,null,2010,90,China,ASIA (EX. NEAR EAST)
UM,2010,0.437,2010,Colombia,COL,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/10,0.733221477,Colombia,Colombia,0.596,92.5,-0.31,1,95.91,176.15,38.28,2010,2010,13.8,4.8,2010,95,Colombia,LATIN AMER. & CARIB
H,2010,0.146,2010,Croatia,HRV,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/10,0.19160105,Croatia,Croatia,0.762,98.5,1.58,1,71.65,420.38,79.49,2010,2010,23.5,4.3,2010,45,Croatia,EASTERN EUROPE
UM,2010,0.328,2010,Cuba,CUB,LATIN AMER. & CARIB,High (0.780 - 0.939),1/1/10,0.397094431,Cuba,Cuba,0.826,97,-1.58,1,59.35,74.67,102.68,2010,2010,43.2,12.8,2010,68,Cuba,LATIN AMER. & CARIB
H,2010,0.134,2010,Cyprus,CYP,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/10,0.176315789,Cyprus,Cyprus,0.76,97.6,0.43,1,87.77,,84.79,2010,2010,12.5,6.7,2010,33,Cyprus,NEAR EAST
H,2010,0.056,2010,Denmark,DNK,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.062291435,Denmark,Denmark,0.899,100,2.48,1,45.79,614.6,126.48,2010,2010,38,8.6,2010,5,Denmark,WESTERN EUROPE
UM,2010,0.421,2010,Ecuador,ECU,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/10,0.682333874,Ecuador,Ecuador,0.617,92.5,-8.58,1,89.22,125.6,47.78,2010,2010,32.3,4.1,2010,89,Ecuador,LATIN AMER. & CARIB
H,2010,0.168,2010,Estonia,EST,BALTICS,High (0.780 - 0.939),1/1/10,0.196261682,Estonia,Estonia,0.856,99.8,-3.16,1,83.51,333.75,29.28,2010,2010,22.8,5.5,2010,30,Estonia,BALTICS
L,2010,0.576,2010,Ethiopia,ETH,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/10,1.88852459,Ethiopia,Ethiopia,0.305,42.7,0,1,88.54,8.16,66.34,2010,2010,25.5,4.5,2010,174,Ethiopia,SUB-SAHARAN AFRICA
LM,2010,,2010,Fiji,FJI,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/10,,Fiji,Fiji,0.729,93.7,-3.14,1,84.4,112.59,49.59,2010,2010,null,null,2010,91,Fiji,OCEANIA
H,2010,0.077,2010,Finland,FIN,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.095061728,Finland,Finland,0.81,100,0.95,1,92.78,405.25,15.47,2010,2010,40,6.5,2010,23,Finland,WESTERN EUROPE
H,2010,0.125,2010,France,FRA,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.153751538,France,France,0.813,99,0.66,1,64.4,586.44,111.28,2010,2010,20,5.7,2010,21,France,WESTERN EUROPE
UM,2010,0.558,2010,Gabon,GAB,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/10,0.931552588,Gabon,Gabon,0.599,63.2,0,1,98.08,27.44,5.32,2010,2010,16.1,null,2010,109,Gabon,SUB-SAHARAN AFRICA
LM,2010,0.42,2010,Georgia,GEO,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/10,0.540540541,Georgia,Georgia,0.777,99,-4.7,1,84.7,146.56,66.88,2010,2010,6.5,null,2010,70,Georgia,C.W. OF IND. STATES
H,2010,0.097,2010,Germany,DEU,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.107897664,Germany,Germany,0.899,99,2.18,1,65.56,667.85,230.86,2010,2010,31.7,4.9,2010,4,Germany,WESTERN EUROPE
LM,2010,0.57,2010,Ghana,GHA,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/10,1.081593928,Ghana,Ghana,0.527,74.8,-0.64,1,74.07,14.35,93.58,2010,2010,8.3,5.5,2010,139,Ghana,SUB-SAHARAN AFRICA
H,2010,0.159,2010,Greece,GRC,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.198007472,Greece,Greece,0.803,97.5,2.35,1,70.12,589.72,81.01,2010,2010,17.3,null,2010,29,Greece,WESTERN EUROPE
LM,2010,0.54,2010,Guatemala,GTM,LATIN AMER. & CARIB,"Low (
0.206 - 0.498)",1/1/10,1.181619256,Guatemala,Guatemala,0.457,70.6,-1.67,1,82.43,92.09,112.9,2010,2010,12,2.8,2010,125,Guatemala,LATIN AMER. & CARIB
LM,2010,0.522,2010,Guyana,GUY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/10,0.935483871,Guyana,Guyana,0.558,98.8,-2.07,1,97.41,143.5,3.57,2010,2010,30,3.7,2010,127,Guyana,LATIN AMER. & CARIB
LM,2010,0.513,2010,Honduras,HND,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/10,1.019880716,Honduras,Honduras,0.503,76.2,-1.99,1,87.23,67.48,65.36,2010,2010,18,null,2010,130,Honduras,LATIN AMER. & CARIB
H,2010,0.255,2010,Hungary,HUN,EASTERN EUROPE,High (0.780 - 0.939),1/1/10,0.311735941,Hungary,Hungary,0.818,99.4,0.86,1,47.85,336.23,107.29,2010,2010,9.1,4.8,2010,43,Hungary,EASTERN EUROPE
H,2010,0.099,2010,Iceland,ISL,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.116060961,Iceland,Iceland,0.853,99.9,2.38,1,99.93,647.65,2.91,2010,2010,42.9,7.2,2010,9,Iceland,WESTERN EUROPE
LM,2010,0.591,2010,India,IND,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/10,1.236401674,India,India,0.478,59.5,-0.07,1,42.86,45.42,333.18,2010,2010,10.7,3.3,2010,131,India,ASIA (EX. NEAR EAST)
LM,2010,0.486,2010,Indonesia,IDN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/10,0.825127334,Indonesia,Indonesia,0.589,87.9,0,1,81.45,52.03,127.88,2010,2010,18,2.8,2010,113,Indonesia,ASIA (EX. NEAR EAST)
H,2010,0.171,2010,Ireland,IRL,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.188533627,Ireland,Ireland,0.907,98,4.99,1,84.77,500.46,57.8,2010,2010,16.1,6.1,2010,8,Ireland,WESTERN EUROPE
H,2010,0.149,2010,Israel,ISR,NEAR EAST,High (0.780 - 0.939),1/1/10,0.175088132,Israel,Israel,0.851,95.4,0.68,1,79.44,462.26,305.83,2010,2010,19.2,5.5,2010,19,Israel,NEAR EAST
H,2010,0.124,2010,Italy,ITA,WESTERN EUROPE,High (0.780 - 0.939),1/1/10,0.158974359,Italy,Italy,0.78,98.6,2.07,1,62.68,430.89,192.99,2010,2010,20.3,4.3,2010,26,Italy,WESTERN EUROPE
UM,2010,0.455,2010,Jamaica,JAM,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/10,0.676077266,Jamaica,Jamaica,0.673,87.9,-4.92,1,73.77,124,250.94,2010,2010,13.6,6.4,2010,94,Jamaica,LATIN AMER. & CARIB
H,2010,0.12,2010,Japan,JPN,ASIA (EX. NEAR EAST),High (0.780 - 0.939),1/1/10,0.149253731,Japan,Japan,0.804,99,0,1,86.85,461.15,337.35,2010,2010,13.6,3.8,2010,17,Japan,ASIA (EX. NEAR EAST)
UM,2010,0.267,2010,Kazakhstan,KAZ,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/10,0.341432225,Kazakhstan,Kazakhstan,0.782,98.4,-3.35,1,91.97,164.11,5.61,2010,2010,13.6,null,2010,56,Kazakhstan,C.W. OF IND. STATES
L,2010,0.616,2010,Kenya,KEN,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/10,1.203125,Kenya,Kenya,0.512,85.1,-0.1,1,90.94,8.12,59.57,2010,2010,9.8,5.5,2010,146,Kenya,SUB-SAHARAN AFRICA
H,2010,0.236,2010,Kuwait,KWT,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/10,0.393989983,Kuwait,Kuwait,0.599,83.5,14.18,1,99.16,211.01,135.71,2010,2010,7.7,null,2010,51,Kuwait,NEAR EAST
UM,2010,0.208,2010,Latvia,LVA,BALTICS,High (0.780 - 0.939),1/1/10,0.24969988,Latvia,Latvia,0.833,99.8,-2.23,1,69.86,321.36,35.22,2010,2010,20,5.1,2010,44,Latvia,BALTICS
UM,2010,0.404,2010,Lebanon,LBN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/10,0.640253566,Lebanon,Lebanon,0.631,87.4,0,1,69.4,255.55,372.5,2010,2010,3.1,1.6,2010,76,Lebanon,NEAR EAST
